13083;5138;REC;;Genie In A Bottle;0;CHRISTINA AGUILERA;N;Y;;;;;;;S;;03:36;00:14;MM;3;;126;43;31;1999;STRA 90;4;stra V;;L:\AudioToscana\stra V\Christina Aguilera - Genie In a Bottle.wav;;;1
13099;6269;REC;;Seven Days;0;CRAIG DAVID;N;;;;;;;;S;;03:32;00:25;SM;3;;80;28;23;2007;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Craig David -Seven Days.wav;;;2
13118;3695;REC;;Here With Me;0;DIDO;N;;;;;;;O;S;;03:56;00:18;SS;1;;172;100;44;1999;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Dido - Here With Me - Here With Me.wav;;;1
13142;2405;REC;;What Happens Tomorrow;0;DURAN DURAN;;;;;;;;;S;;03:59;00:12;MM;2;;90;2;6;2004;STRA 2000;5;stra V;;L:\AudioToscana\stra V\DURAN DURAN - What Happens Tomorrow.wav;;;1
13185;5625;REC;;Dreams;0;GABRIELLE;;;;;;;;;S;;03:24;00:03;SM;1;;66;1;1;1991;STRA 90;4;stra V;;L:\AudioToscana\stra V\Gabrielle - Dreams.wav;;;1
13231;6482;REC;;Depende;0;JARABE DE PALO;N;;;;;;;;S;;04:21;00:11;MM;2;;82;38;30;1998;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Jarabe De Palo - Depende.wav;;;1
13268;4065;REC;;Sitting Down Here;0;LENE MARLIN;N;;;;;;;;S;;03:14;00:24;FF;3;;192;52;32;1999;STRA 90;4;stra V;;L:\AudioToscana\stra V\Lene Marvin - Sitting Down Here.wav;;;1
13312;4867;REC;;Home;0;MICHAEL BUBLE';N;;;;;;;O;S;;03:35;00:15;SS;1;;184;97;34;2005;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Michael Bublé - Home.wav;;;1
13338;3856;REC;;I'm Like A Bird;0;NELLY FURTADO;N;;;;;;;;S;;03:48;00:21;SF;2;;191;109;42;2000;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Nelly Furtado - I'm Like A Bird.wav;;;1
13406;3247;REC;;Imitation Of Life;0;REM;N;;;;;;;;S;;03:47;00:17;FM;2;;156;83;43;2001;STRA 2000;5;stra V;;L:\AudioToscana\stra V\R.E.M. - Imitation Of Life - R.E.M..wav;;;1
13413;4872;REC;;It Ain't Easy;0;RICKY FANTE';N;;;;;;;O;S;;03:16;00:07;SM;1;;201;106;34;2003;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Ricky Fante' - It ain't easy.wav;;;1
13415;3513;REC;;Rock Dj;0;Robbie Williams;;Y;;;;;;;S;;03:23;00:09;FF;2;;56;1;82;2006;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Robbie Williams - Rock DJ - Robbie Williams.wav;;;2
13483;7337;REC;;Have A Nice Day;0;STEREOPHONICS;N;;;;;;;;S;;03:03;00:16;MF;3;;193;104;40;2001;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Stereophonics - Have a Nice Day.wav;;;1
13525;3943;REC;;Wherever You Will Go;0;THE CALLING;N;;;;;;;;S;;03:17;00:09;SF;1;;186;126;55;1995;STRA 2000;5;stra V;;L:\AudioToscana\stra V\The Calling - Wherever You Will Go.wav;;;1
13568;3964;REC;;Drops Of Jupiter;0;TRAIN;N;;;;;;;;S;;04:12;00:12;SM;1;;183;114;43;2001;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Train - Drops Of Jupiter.wav;;;1
13596;3977;REC;;Light My Fire;0;WILL YOUNG;N;;;;;;;O;S;;02:57;00:20;SM;2;;215;111;39;2002;STRA 2000;5;stra V;;L:\AudioToscana\stra V\Will Young - Light My Fire.wav;;;1
13603;5096;REC;;You Give Me Something;0;JAMES MORRISON;N;;;;;;;O;S;;03:28;00:09;SS;1;;196;104;35;2006;2006;5;2006;;L:\AudioToscana\2006\James Morrison - You give me something.wav;;;1
13611;6479;REC;;No One;0;ALICIA KEYS;N;;;;;;;O;S;;04:07;00:12;SS;1;;177;136;62;2007;2007;5;2007;;L:\AudioToscana\2007\Alicia Keys - No One.wav;;;1
13612;6551;REC;;Back To Black;0;AMY WINEHOUSE;N;;;;;;;O;S;;03:06;00:17;SS;1;;181;135;61;2008;2007;5;2007;;L:\AudioToscana\2007\AMY WINEHOUSE - Back To Black.wav;;;1
